# CSV-File created with merge-csv.com
# -----------------------------------------------------------

﻿community_name,price,community_url,total_members
Border Patrol Ready,Free,https://www.skool.com/border-patrol/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,118 Members • Free
BetterMan Academy,Free,https://www.skool.com/betterman/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,1.9k Members • Free
Crap Academy,Free,https://www.skool.com/crap-academy/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,160 Members • Free
Level Up Dating,$15/month,https://www.skool.com/level-up-dating/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,51 Members • $15/month
onlydads,$5/month,https://www.skool.com/d4l-dads-for-life-1315/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,108 Members • $5/month
The Engaged Father Project,Free,https://www.skool.com/the-engaged-father-project-9143/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,84 Members • Free
"Bible, Baddies & Boundaries",Free,https://www.skool.com/bible-baddies-boundaries-7633/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,125 Members • Free
A.G. Hayden Social Club,Free,https://www.skool.com/ag-hayden-social-club-9968/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,1.4k Members • Free
Self-Crowned-Inner Circle,$7/month,https://www.skool.com/self-crowned-inner-circle/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,2.2k Members • $7/month
Before the Apple - Genesis 90,$27/month,https://www.skool.com/before-the-apple/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,526 Members • $27/month
Nomadic Single Parents Club,Free,https://www.skool.com/nomadic-6612/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,218 Members • Free
Unbreakable Us,Free,https://www.skool.com/unbreakable-us-2782/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,30 Members • Free
Modern Marriage with Monica,$199/year,https://www.skool.com/modernmarriagewithmonica/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,498 Members • $199/year
Parenting Teens,Free,https://www.skool.com/parentingteens/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,59 Members • Free
BFF Club,Free,https://www.skool.com/bff-club-9586/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,46 Members • Free
Traffic Lounge,Free,https://www.skool.com/traffic-lounge-5933/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,115 Members • Free
El método de la MUJER ALFA,"$100,000/month",https://www.skool.com/mujeralfa/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,"383 Members • $100,000/month"
Agents of Speech Community,Free,https://www.skool.com/aos/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,17.9k Members • Free
Safe Love Membership,$99/month,https://www.skool.com/safelove/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,52 Members • $99/month
Muslim Marriage Accelerator,Free,https://www.skool.com/muslimmarriageaccelerator/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,728 Members • Free
Parenting Support Skool,Free,https://www.skool.com/family/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,211 Members • Free
Cursul Gratuit Ești Mai Mult,Free,https://www.skool.com/provocarea-estimaimult/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,6.4k Members • Free
Written Identity,$2/month,https://www.skool.com/identitywritten/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,202 Members • $2/month
Trigger-HAPPY 🔫⚡🙃🐛🦋💓,Free,https://www.skool.com/rapidly-evolving-life-5244/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,105 Members • Free
DATING WITH MIMI,Free,https://www.skool.com/dating-with-mimi-4250/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,759 Members • Free
Peak Parenting,Free,https://www.skool.com/peak-parenting-community-9619/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,121 Members • Free
Her New City - Houston,$19/month,https://www.skool.com/hernewcityhouston/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,124 Members • $19/month
Kathy L Murphy's Big Book Love,$3/month,https://www.skool.com/book-community-roundtable-8871/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,403 Members • $3/month
LoveMax,"$4,000",https://www.skool.com/lovemax-2064/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,"98 Members • $4,000"
Escuela para buscar Pareja,Free,https://www.skool.com/escuelaparabuscarpareja/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,359 Members • Free
Always Attracting,$47/month,https://www.skool.com/alwaysattracting/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,28 Members • $47/month
Community Leaders Network 🌟,Free,https://www.skool.com/activity-leaders-4300/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,7 Members • Free
Jail Support Sisterhood,$5/month,https://www.skool.com/jail-support-sisterhood-1478/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,1.1k Members • $5/month
RiseUp Together,Free,https://www.skool.com/riseup-together-8326/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,471 Members • Free
Connected Through Play,Free,https://www.skool.com/connectthruplay/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,60 Members • Free
The Attraction Lab🧪,Free,https://www.skool.com/theattractionlab/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,152 Members • Free
"The Wheel, Full Stop.",$1/month,https://www.skool.com/gambling/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,7 Members • $1/month
Game Global,Free,https://www.skool.com/game-global/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,2.3k Members • Free
The Godly Wife Community,Free,https://www.skool.com/janiquakelley/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,462 Members • Free
ExtravaganteMente,$39/month,https://www.skool.com/extravagantemente/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,87 Members • $39/month
Programul „Ești Mai Mult”,$47/month,https://www.skool.com/programul-estimaimult/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,77 Members • $47/month
The One Percent,$67/month,https://www.skool.com/the-truth/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,240 Members • $67/month
WEIBLICHE Bestärkung,Free,https://www.skool.com/weibliche-bestarkung-5533/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,69 Members • Free
Be A Better Parent,Free,https://www.skool.com/beabetterparent/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,79 Members • Free
Bücherclub,Free,https://www.skool.com/bucherclub-8066/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,98 Members • Free
ACP Companion Journey,Free,https://www.skool.com/acp-companion-journey/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,500 Members • Free
Patriarchy.com,$149/year,https://www.skool.com/patriarchy/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,294 Members • $149/year
solosisterscommunity,Free,https://www.skool.com/solosisterscommunity-3599/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,39 Members • Free
Dating After Divorce,Free,https://www.skool.com/life-after-divorce-community-9697/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,184 Members • Free
Led by Love Community,$97/month,https://www.skool.com/led-by-love/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,48 Members • $97/month
Marriage Mavericks,Free,https://www.skool.com/marriagemavericks/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,151 Members • Free
The Fortress Academy,$35/month,https://www.skool.com/thefortress/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,27 Members • $35/month
El Código del Amor,$11/month,https://www.skool.com/elcodigodelamor/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,60 Members • $11/month
Circulo de Diosas,"$10,000/year",https://www.skool.com/juliet-velez-9640/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,"133 Members • $10,000/year"
Power & Purity,Free,https://www.skool.com/biblical-woman-5106/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,45 Members • Free
"Cafevore: Cafe, Cosmos & Cash!",Free,https://www.skool.com/ravi/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,57 Members • Free
Family Meals in Minutes,Free,https://www.skool.com/family-meals-in-minutes-5135/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,64 Members • Free
The Single Mom Skool Sanctuary,Free,https://www.skool.com/the-single-mom-sanctuary-6404/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,175 Members • Free
Just Another Moment (JAM),Free,https://www.skool.com/jam-community-2009/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,158 Members • Free
𝙂𝙀𝙀𝙎𝙄𝙁𝙔 🍓🍊☀️🥝🦕🍆,Free,https://www.skool.com/team/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,14 Members • Free
Born Leader,Free,https://www.skool.com/born-leader-8406/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,125 Members • Free
The Lioness Lounge,Free,https://www.skool.com/the-lioness-lounge-9045/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,52 Members • Free
Hibbii 嗨比｜關係實驗室,Free,https://www.skool.com/hibbii-9598/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,139 Members • Free
Impulsion,Free,https://www.skool.com/impulsion-naabz/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,1.4k Members • Free
Understanding Attraction,$49/month,https://www.skool.com/understandingattraction/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,204 Members • $49/month
Imperfect Farm Wife Friends,$1/month,https://www.skool.com/imperfect-farm-wife-friends-9189/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,47 Members • $1/month
Rekindle The Flame,Free,https://www.skool.com/rekindle-the-flame-3001/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,33 Members • Free
Marriage Reset Alumni,Free,https://www.skool.com/marriage-reset-alumni-8659/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,489 Members • Free
Marriage Revival Hub,$67/month,https://www.skool.com/marriage/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,961 Members • $67/month
幸福女人遊樂園,Free,https://www.skool.com/women/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,773 Members • Free
High Level Wife,$97/month,https://www.skool.com/high-level-wife-6157/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,56 Members • $97/month
Mujeres Virtuosas,$5/month,https://www.skool.com/jardin-de-la-mujer-virtuosa-7619/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,90 Members • $5/month
The Fortress Army,Free,https://www.skool.com/thefortressarmy/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,2k Members • Free
Break Free INNER CIRCLE,$197/month,https://www.skool.com/coachscott/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,24 Members • $197/month
Reto ""Mujer Magnética"",$35/month,https://www.skool.com/reto-mujer-magnetica-9290/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,163 Members • $35/month
Sovereign Man Community,Free,https://www.skool.com/sovereign-man-free-community-3738/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,536 Members • Free
Pattern Breakers Society,Free,https://www.skool.com/pbs/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,601 Members • Free
The Way of The Adored Woman,Free,https://www.skool.com/the-way-of-the-adored-woman-1244/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,39 Members • Free
North Dating™,Free,https://www.skool.com/north-dating-system-3675/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,320 Members • Free
Grandparents Corner,Free,https://www.skool.com/grandparents-corner/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,71 Members • Free
Radiant Connections Network,$147/year,https://www.skool.com/radiant-connections-network/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,13 Members • $147/year
Creator Circle,Free,https://www.skool.com/become-an-entrepreneur-4273/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,649 Members • Free
The L.O.V.E.D. Well Society,Free,https://www.skool.com/the-loved-well-society-3324/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,178 Members • Free
Ser MUJER,$27/month,https://www.skool.com/ser-mujer/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,41 Members • $27/month
The Muslimah Healing Circle,$19/month,https://www.skool.com/the-sisterly-healing-program-8319/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,112 Members • $19/month
Restoring.Love.Marriage,Free,https://www.skool.com/restoringlovemarriage/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,1.9k Members • Free
Espacio Conciencia Sistémica,$22/month,https://www.skool.com/espacio-conciencia-sistemica-7297/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,33 Members • $22/month
Miss to Mrs.,"$5,000",https://www.skool.com/misstomrs/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,"19 Members • $5,000"
A WOMAN’S PLACE,Free,https://www.skool.com/awomansplace/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,185 Members • Free
Life After Us,Free,https://www.skool.com/life-after-us-2745/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,20 Members • Free
Krystine's FLR Skool,Free,https://www.skool.com/krystines-flr-skool-9746/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,76 Members • Free
Adventurers Anonymous,Free,https://www.skool.com/adventurers-7035/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,29 Members • Free
Empowered Wife: Marriage Reset,Free,https://www.skool.com/empowered-wife-marriage-reset/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,244 Members • Free
Skool Clarity Lab,Free,https://www.skool.com/community-clarity-lab-7213/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,138 Members • Free
Skool Founders Lab,Free,https://www.skool.com/ops/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,143 Members • Free
Love With Integrity,Free,https://www.skool.com/lovewithintegrity/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,157 Members • Free
Dating With Clarity,Free,https://www.skool.com/dating-with-clarity-6355/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,99 Members • Free
Warrior Queens Sanctuary,Free,https://www.skool.com/warrior-queens-sanctuary-7625/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,104 Members • Free
The Relationship Reset Lab,Free,https://www.skool.com/the-relationship-reset-lab1111/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,31 Members • Free
ALFAS,$69/month,https://www.skool.com/mujeresalfas/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,50 Members • $69/month
Akademia Miłości,$9/month,https://www.skool.com/akademia-miosci-7690/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,24 Members • $9/month
She Can Divorce,Free,https://www.skool.com/she-can-divorce-4589/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,25 Members • Free
Community50.plus,$8/month,https://www.skool.com/community50plus/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,13 Members • $8/month
UNTERNEHMER NAVI 🛰️ Daily,Free,https://www.skool.com/unternehmernetzwerk/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,62 Members • Free
Gesonde Seks,Free,https://www.skool.com/gesondeseks/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,3.3k Members • Free
The ER Room,$39/month,https://www.skool.com/theerroom/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,14 Members • $39/month
Club Scoundrel,$147/month,https://www.skool.com/clubscoundrel/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,7 Members • $147/month
💚 Christian Singles Living4D1,Free,https://www.skool.com/christian-singles-victoria-7209/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,6 Members • Free
𝑅𝑜𝑜𝓉𝑒𝒹 𝒟𝒾𝓈𝒸𝒾𝓅𝓁𝑒𝓈,Free,https://www.skool.com/rooted-disciples-6067/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,73 Members • Free
Ladies Mingle group,Free,https://www.skool.com/ladies-mingle-group-6332/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,69 Members • Free
