# CSV-File created with merge-csv.com
# -----------------------------------------------------------

﻿community_name,price,community_url,total_members
The Flock,$15/month,https://www.skool.com/theflock/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,161 Members • $15/month
We Teach League,Free,https://www.skool.com/we-teach-league/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,11.4k Members • Free
Sketching Familie,$65/month,https://www.skool.com/sketching-familie/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,256 Members • $65/month
Miss Megan Makeup Revival,$19/month,https://www.skool.com/missmegan/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,172 Members • $19/month
Houseplant Enthusiasts,Free,https://www.skool.com/plant-enthusiast-6960/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,15.1k Members • Free
Top Chess Community,Free,https://www.skool.com/top-chess-gang-7947/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,19.6k Members • Free
TPE Photography Tribe,$25/month,https://www.skool.com/thephotographiceye/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,263 Members • $25/month
CS2 Improvement Camp,$29/month,https://www.skool.com/cs2improvement/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,659 Members • $29/month
Very Social Animal,Free,https://www.skool.com/verysocialanimal/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,3.6k Members • Free
The Survival Gardener,$24/month,https://www.skool.com/the-survival-gardener/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,158 Members • $24/month
Mimis Kreativwelt,$39/month,https://www.skool.com/mimis-kreativwelt-9095/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,159 Members • $39/month
Upcycled Sewing Rebels,Free,https://www.skool.com/refashionrebels/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,1.3k Members • Free
Liberty Politics Discussion,Free,https://www.skool.com/libertypolitics/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,4.1k Members • Free
LaFONT | Community,"$10,000/month",https://www.skool.com/lafont/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,"193 Members • $10,000/month"
Russian Chess School,$29/month,https://www.skool.com/russianchessschool/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,430 Members • $29/month
Comunidad Japón,"$10,000/year",https://www.skool.com/japones/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,"285 Members • $10,000/year"
Pronounce Korean 🇰🇷,$30/month,https://www.skool.com/pronounce-korean/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,101 Members • $30/month
Talas Akademija,$70/month,https://www.skool.com/talasakademija/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,1k Members • $70/month
Spanish After Hours,Free,https://www.skool.com/friends/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,5.5k Members • Free
Masterclass Academy,$9/month,https://www.skool.com/masterclass-academy/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,746 Members • $9/month
Aquarell Club,$14/month,https://www.skool.com/aquarell-club/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,143 Members • $14/month
Warum wir Menschen so handeln,Free,https://www.skool.com/activity-dj-peter-8834/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,43 Members • Free
THE PACK,$5/month,https://www.skool.com/pack/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,43 Members • $5/month
JQool 線上英語學院,Free,https://www.skool.com/jqool-1333/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,6.1k Members • Free
Unravelled Knitting Collective,$9/month,https://www.skool.com/unravelled-knitting-collective/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,123 Members • $9/month
D&Y Salsa Dance Academy,$59/month,https://www.skool.com/dysalsaacademy/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,723 Members • $59/month
Pottery People 💛☕️,Free,https://www.skool.com/pottcast-your-pottery-talk-9668/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,197 Members • Free
Photography Community,Free,https://www.skool.com/photography-community/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,2.9k Members • Free
Design mit Struktur & KI,Free,https://www.skool.com/canva/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,425 Members • Free
The crochet circle,Free,https://www.skool.com/caro-stitched-crochet-circle-1164/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,377 Members • Free
Leather Life Community,Free,https://www.skool.com/leatherlifecommunity/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,2.9k Members • Free
Brave Artist Community,$1/month,https://www.skool.com/braveartist/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,288 Members • $1/month
Shot Academy,$14/month,https://www.skool.com/shotacademy/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,563 Members • $14/month
The Qroo Spanish Crew,$20/month,https://www.skool.com/qroo/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,7k Members • $20/month
English with Mr. Salas,$49/month,https://www.skool.com/mrsalas/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,469 Members • $49/month
Hamilton Dog Training,Free,https://www.skool.com/hamiltondogtraining/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,859 Members • Free
Craft & Connect,Free,https://www.skool.com/craft-and-connect/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,1.8k Members • Free
Affinity Creatives,Free,https://www.skool.com/affinity-photo-creatives-6824/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,2.3k Members • Free
Society of Ordinary Gentlemen,Free,https://www.skool.com/society-of-ordinary-gentlemen/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,42 Members • Free
Sketch Like an Architect,Free,https://www.skool.com/sketch-like-an-architect/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,3.3k Members • Free
Alive Poets Society✍🔥,Free,https://www.skool.com/dead-poets-society-5071/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,1.7k Members • Free
HorseMindShift CLUB 🐴,$29/month,https://www.skool.com/horsemindshift/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,210 Members • $29/month
laPoesía,$15/month,https://www.skool.com/lapoesia-5876/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,89 Members • $15/month
LIVO CLUB,Free,https://www.skool.com/livarto/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,699 Members • Free
John’s English Skool,Free,https://www.skool.com/johns-english-skool-3297/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,148 Members • Free
Miniature Painting School,Free,https://www.skool.com/brushandbanner/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,2.1k Members • Free
The Art of Poetry,Free,https://www.skool.com/the-art-of-poetry-1080/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,241 Members • Free
E365 Academy,$7/month,https://www.skool.com/e365/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,3.2k Members • $7/month
Serger Dream Club,Free,https://www.skool.com/sergerdreamclub/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,169 Members • Free
comebeadwithme,Free,https://www.skool.com/comebeadwithme/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,989 Members • Free
Ladies of Mycology - LoM,Free,https://www.skool.com/lom/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,652 Members • Free
Ai Filmmaking,$5/month,https://www.skool.com/filmmaking/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,7k Members • $5/month
LA MEJOR COMUNIDAD CERVECERA,"$99,999/month",https://www.skool.com/la-mejor-comunidad-cervecera-2394/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,"108 Members • $99,999/month"
DETAILING LEGENDS,$20/month,https://www.skool.com/legends/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,136 Members • $20/month
Spanish Enablers Pro,$49/month,https://www.skool.com/spanish-enablers-pro-5048/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,189 Members • $49/month
Oracle Cards Magic™,$33/month,https://www.skool.com/oraclecardsclub/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,1.5k Members • $33/month
The Drawing Guild,Free,https://www.skool.com/the-drawing-guild/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,1.2k Members • Free
Hundefotografie Deutschland,Free,https://www.skool.com/hundefotografie-deutschland/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,361 Members • Free
Camping Wilderness Skool,Free,https://www.skool.com/camping-wilderness-skool/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,158 Members • Free
Viegas Academy PRO⚡,"$9,999/month",https://www.skool.com/viegas-academy-4891/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,"238 Members • $9,999/month"
🪴 Cozy Plants 🌱🌼🌿☘️,Free,https://www.skool.com/cozi-8805/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,87 Members • Free
Nikon User Community,$9/month,https://www.skool.com/nikon-user-community-3738/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,38 Members • $9/month
🎮 OnlyLANs Gaming Group,Free,https://www.skool.com/only-lans-5300/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,123 Members • Free
Fowl,Free,https://www.skool.com/fowl-4704/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,1.6k Members • Free
The Canvas Vandals,Free,https://www.skool.com/canvas-vandals/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,4.8k Members • Free
SKOOL AUSTRIA,Free,https://www.skool.com/skool-austria-8797/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,190 Members • Free
ONA Basecamp,$10/month,https://www.skool.com/ona-basecamp/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,152 Members • $10/month
The.Beautiful.Community,$17/month,https://www.skool.com/thebeautifulcommunity/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,753 Members • $17/month
Japanisch Durchbruch System,Free,https://www.skool.com/japanisch/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,55 Members • Free
Render Skool,$27/month,https://www.skool.com/renderskool/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,261 Members • $27/month
Catherine's Sewing Room,Free,https://www.skool.com/catherinessewingroom/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,518 Members • Free
"Education, Jobs & Money",Free,https://www.skool.com/education-jobs-money-2297/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,2.1k Members • Free
Meilenweit Voraus Premium 🌟,$459/year,https://www.skool.com/meilenweitvoraus/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,2k Members • $459/year
UniteThe99,$1/month,https://www.skool.com/unitethe99/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,722 Members • $1/month
Photography Foundations,Free,https://www.skool.com/photography-foundations-1087/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,800 Members • Free
Publish with Allison,Free,https://www.skool.com/publish-with-allison-7545/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,88 Members • Free
Gardeners Growing Together,Free,https://www.skool.com/gardeners-growing-together-3488/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,448 Members • Free
The Vanlife Network,Free,https://www.skool.com/vanlife/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,213 Members • Free
Learn Any Language,Free,https://www.skool.com/learn-any-language-2495/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,370 Members • Free
Miss Megan Makeup Skool (Free),Free,https://www.skool.com/missmeganfreeskool/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,11.7k Members • Free
zaneteknits,Free,https://www.skool.com/zaneteknits/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,2.1k Members • Free
Roulette Profitable,Free,https://www.skool.com/roulette-rentable-jj/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,271 Members • Free
Pastel Workshop,Free,https://www.skool.com/pastel-workshop/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,711 Members • Free
Talking Dogs,$9/month,https://www.skool.com/dog-wellness-nosework/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,83 Members • $9/month
Skoolaroos,Free,https://www.skool.com/skoolaroos/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,180 Members • Free
Dog Training Community,Free,https://www.skool.com/dogtraining/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,858 Members • Free
Living Soil Community,Free,https://www.skool.com/grow-anything-with-living-soil-5314/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,1.2k Members • Free
Sleeping With the Ancestors,$9/month,https://www.skool.com/sleeping-with-the-ancestors-8831/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,225 Members • $9/month
NAILS BUSINESS ACADEMY,Free,https://www.skool.com/anastasiia-lafay/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,235 Members • Free
SAILORS CONNECT,$15/month,https://www.skool.com/sailors-connect/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,310 Members • $15/month
Sam's Art School,$39/month,https://www.skool.com/samuel-earp-online-art-school/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,482 Members • $39/month
Rich Friends Abroad,$7/month,https://www.skool.com/richfriendsabroad/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,50 Members • $7/month
Game Vault,Free,https://www.skool.com/game-9127/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,40 Members • Free
Luniverse Dance Academy,$27/month,https://www.skool.com/luniversedanceacademy/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,147 Members • $27/month
HortiAcademy,$3/month,https://www.skool.com/hortiacademy/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,352 Members • $3/month
The Screenwriters Social,$9/month,https://www.skool.com/screenwriters/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,5.5k Members • $9/month
Chess Master School,Free,https://www.skool.com/chess-master-school-6411/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,4k Members • Free
Ziggy Tattoo School,$5/month,https://www.skool.com/ziggy-tattoo-skool/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,664 Members • $5/month
Next Level Casino Academy,$197,https://www.skool.com/aprende-a-convertir-con-exito-6539/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,223 Members • $197
Macro Photography,Free,https://www.skool.com/the-macro-photography-world-2477/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,807 Members • Free
Rhinestone Syndicate Academy,Free,https://www.skool.com/the-rhinestone-studio-society-3665/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,97 Members • Free
3D Artists,Free,https://www.skool.com/3dartists/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,1.8k Members • Free
FC 26 Insiders Club,$29/month,https://www.skool.com/fc26insidersclub/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,134 Members • $29/month
Học Tiếng Anh Với Ethan,$25/month,https://www.skool.com/hoc-tieng-anh-voi-ethan/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,404 Members • $25/month
Straight From The Coil,Free,https://www.skool.com/metaldetecting/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,75 Members • Free
HobbyScool®,Free,https://www.skool.com/hobbyscool/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,5.1k Members • Free
Club de Costura Creativa,$9/month,https://www.skool.com/club-costura-creativa/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,141 Members • $9/month
My Creative Time,$2/month,https://www.skool.com/my-creative-time-6367/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,129 Members • $2/month
Geometry Smash,Free,https://www.skool.com/infinity-school-5281/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,5.1k Members • Free
Koncepto,$65/month,https://www.skool.com/koncepto/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,728 Members • $65/month
ICADEMY,$24/month,https://www.skool.com/icademy/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,169 Members • $24/month
Crystal Appreciation Society,Free,https://www.skool.com/crystal-appreciation-society-4059/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,123 Members • Free
541 Productions,Free,https://www.skool.com/541productions/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,443 Members • Free
Social Creator Club (Lite),Free,https://www.skool.com/social-creator-club-lite-5697/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,17.4k Members • Free
the journaling club,Free,https://www.skool.com/the-journaling-club-9990/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,512 Members • Free
Fullstack Editor Club,$67/month,https://www.skool.com/fullstackeditor/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,181 Members • $67/month
The French Skool,Free,https://www.skool.com/french/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,719 Members • Free
Radiant Style Squad,$10/year,https://www.skool.com/style-squad/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,306 Members • $10/year
Get Good With Horses Courses,Free,https://www.skool.com/get-good-with-horses-courses/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,202 Members • Free
The Argentine Tango Family,Free,https://www.skool.com/argentine-tango-1009/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,2.4k Members • Free
Jackpot Patterns Official,$15/month,https://www.skool.com/jackpot-patterns-official/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,142 Members • $15/month
JansenArt Academy,Free,https://www.skool.com/jansenart/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,300 Members • Free
Global Digital Nomads,Free,https://www.skool.com/nomads/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,4.5k Members • Free
Sourdough Improvement Skool,Free,https://www.skool.com/sourdough-improvement-skool-4529/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,47 Members • Free
Academia de Creadores,$29/month,https://www.skool.com/academia-de-creadores/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,121 Members • $29/month
Consistent Characters,Free,https://www.skool.com/consistentcharacters-7595/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,108 Members • Free
Fly Fish Food Academy,Free,https://www.skool.com/fly-fish-food-academy/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,3k Members • Free
Boa University,$59/month,https://www.skool.com/boa-university/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,31 Members • $59/month
Winkler Gilde,Free,https://www.skool.com/winkler-gilde-6484/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,2.1k Members • Free
Fluent Spanish Speaker Academy,$37/month,https://www.skool.com/fluent-spanish-speaker-academy/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,729 Members • $37/month
Diecast Club,Free,https://www.skool.com/diecast/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,1.6k Members • Free
💗 Delight 🎨 in the Word ✝️,Free,https://www.skool.com/delight/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,283 Members • Free
Getting Hammered Official,Free,https://www.skool.com/getting-hammered-official-5920/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,132 Members • Free
De la Reactividad a la Calma,$37/month,https://www.skool.com/academia-tutoresexpertos/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,357 Members • $37/month
Artist Shop Secrets,$65/month,https://www.skool.com/artist-shop-secrets-2661/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,32 Members • $65/month
FAJNÝ FOTOGRAF,Free,https://www.skool.com/komunita-kreativnich-fotografu-4909/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,373 Members • Free
Write Your Book Club,$75/month,https://www.skool.com/write-your-book-club/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,95 Members • $75/month
Comedy Society,$19/month,https://www.skool.com/thecomedysociety/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,408 Members • $19/month
AJEEB TV,Free,https://www.skool.com/ajeebtv/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,360 Members • Free
Free Greek Course,Free,https://www.skool.com/free-greek-course/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,1.7k Members • Free
Tini School 2.0,$39/month,https://www.skool.com/tinischool/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,123 Members • $39/month
Mid-Life Creator Community,$39/month,https://www.skool.com/midlife-creator-community/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,188 Members • $39/month
Painters Hub,Free,https://www.skool.com/painters-hub/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,7.4k Members • Free
The Crystal Clubhouse,$4/month,https://www.skool.com/crystalclubhouse/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,399 Members • $4/month
The GardenTok,$7/month,https://www.skool.com/thegardentok/about?utm_source=skooldotcom&utm_medium=website&utm_campaign=discovery_group_link&utm_content=browse,1.1k Members • $7/month
